-0.061715, 5.000000, 0.000143,0.628293, 0.911259
-0.062010, 4.980000, -0.000057,0.634496, 0.900846
-0.062109, 4.960000, 0.000163,0.629286, 0.920097
-0.062431, 4.940000, 0.000232,0.629503, 0.914291
-0.062869, 4.920000, 0.000109,0.637878, 0.928057
-0.062966, 4.900000, -0.000189,0.617980, 0.913824
-0.063329, 4.880000, 0.000364,0.636896, 0.918084
-0.063643, 4.860000, 0.000097,0.635284, 0.931032
-0.063761, 4.840000, 0.000406,0.625701, 0.919517
-0.064149, 4.820000, -0.000037,0.629107, 0.925321
-0.064324, 4.800000, 0.000017,0.629091, 0.936225
-0.064615, 4.780000, -0.000009,0.630712, 0.929660
-0.064909, 4.760000, -0.000138,0.629065, 0.930538
-0.065223, 4.740000, 0.000193,0.635343, 0.940144
-0.065518, 4.720000, 0.000075,0.628096, 0.943337
-0.065819, 4.700000, -0.000251,0.633360, 0.948104
-0.066028, 4.680000, 0.000267,0.629521, 0.954963
-0.066338, 4.660000, -0.000209,0.638804, 0.938853
-0.066690, 4.640000, -0.000026,0.627838, 0.948209
-0.067069, 4.620000, 0.000097,0.629476, 0.955178
-0.067308, 4.600000, 0.000268,0.634999, 0.944407
-0.067637, 4.580000, 0.000138,0.633390, 0.961810
-0.067847, 4.560000, 0.000021,0.630717, 0.960622
-0.068205, 4.540000, -0.000120,0.626053, 0.973451
-0.068425, 4.520000, 0.000096,0.629067, 0.960609
-0.068749, 4.500000, 0.000240,0.637308, 0.969602
-0.069098, 4.480000, 0.000034,0.634683, 0.966632
-0.069278, 4.460000, -0.000061,0.629770, 0.962445
-0.069681, 4.440000, 0.000339,0.630819, 0.973930
-0.070096, 4.420000, -0.000154,0.633279, 0.984723
-0.070406, 4.400000, -0.000287,0.624345, 0.985761
-0.070715, 4.380000, 0.000175,0.630634, 0.991236
-0.071144, 4.360000, 0.000144,0.638642, 0.992486
-0.071369, 4.340000, -0.000174,0.628212, 0.997688
-0.071747, 4.320000, 0.000256,0.636260, 0.983917
-0.072027, 4.300000, 0.000220,0.636857, 0.995640
-0.072399, 4.280000, -0.000029,0.639642, 0.998392
-0.072817, 4.260000, -0.000173,0.635291, 1.006039
-0.073170, 4.240000, 0.000212,0.627597, 0.998937
-0.073462, 4.220000, 0.000042,0.633294, 1.002392
-0.073784, 4.200000, 0.000107,0.642648, 1.001779
-0.074173, 4.180000, 0.000217,0.637801, 1.010586
-0.074508, 4.160000, -0.000409,0.632922, 1.012088
-0.074972, 4.140000, 0.000234,0.633259, 1.024595
-0.075343, 4.120000, 0.000123,0.634430, 1.029725
-0.075666, 4.100000, 0.000149,0.639020, 1.013688
-0.076119, 4.080000, -0.000103,0.631443, 1.024930
-0.076485, 4.060000, -0.000083,0.639311, 1.030970
-0.076804, 4.040000, -0.000229,0.636262, 1.037596
-0.077225, 4.020000, 0.000066,0.631702, 1.050163
-0.077599, 4.000000, -0.000060,0.636188, 1.051000
-0.078007, 3.980000, 0.000023,0.640974, 1.052852
-0.078509, 3.960000, 0.000170,0.648430, 1.055962
-0.078782, 3.940000, -0.000143,0.636348, 1.050814
-0.079163, 3.920000, 0.000317,0.639819, 1.051232
-0.079670, 3.900000, 0.000283,0.639673, 1.072154
-0.080087, 3.880000, -0.000245,0.641469, 1.072177
-0.080538, 3.860000, 0.000255,0.639860, 1.077216
-0.080814, 3.840000, -0.000135,0.639809, 1.090689
-0.081376, 3.820000, 0.000206,0.642193, 1.084882
-0.081848, 3.800000, 0.000164,0.638440, 1.103886
-0.082235, 3.780000, -0.000099,0.644865, 1.125162
-0.082682, 3.760000, -0.000476,0.642207, 1.123341
-0.083250, 3.740000, 0.000286,0.638364, 1.103784
-0.083537, 3.720000, -0.000264,0.644570, 1.116570
-0.084063, 3.700000, 0.000001,0.642701, 1.121276
-0.084633, 3.680000, 0.000229,0.642575, 1.115285
-0.085017, 3.660000, 0.000218,0.640487, 1.132001
-0.085493, 3.640000, 0.000155,0.637177, 1.118672
-0.085926, 3.620000, 0.000178,0.642576, 1.135812
-0.086520, 3.600000, 0.000194,0.642638, 1.124758
-0.086969, 3.580000, 0.000056,0.646610, 1.150933
-0.087586, 3.560000, -0.000109,0.650175, 1.153010
-0.088060, 3.540000, 0.000025,0.648495, 1.162820
-0.088564, 3.520000, -0.000198,0.642979, 1.146059
-0.088899, 3.500000, 0.000222,0.643649, 1.164768
-0.089615, 3.480000, -0.000252,0.644737, 1.171079
-0.090144, 3.460000, -0.000134,0.648098, 1.176547
-0.090645, 3.440000, -0.000260,0.649382, 1.187397
-0.091227, 3.420000, 0.000323,0.650752, 1.200541
-0.091776, 3.400000, -0.000161,0.646616, 1.187937
-0.092327, 3.380000, -0.000184,0.637839, 1.189946
-0.092964, 3.360000, 0.000127,0.650517, 1.226234
-0.093449, 3.340000, -0.000139,0.642348, 1.229921
-0.094032, 3.320000, -0.000264,0.649479, 1.216566
-0.094509, 3.300000, -0.000296,0.643423, 1.225230
-0.095222, 3.280000, 0.000181,0.647834, 1.249979
-0.095860, 3.260000, -0.000181,0.640140, 1.244254
-0.096481, 3.240000, 0.000101,0.650187, 1.255553
-0.096996, 3.220000, 0.000285,0.645563, 1.247277
-0.097707, 3.200000, 0.000116,0.649745, 1.254129
-0.098310, 3.180000, -0.000187,0.644156, 1.287089
-0.098999, 3.160000, 0.000120,0.649623, 1.295239
-0.099599, 3.140000, 0.000127,0.642963, 1.285370
-0.100265, 3.120000, 0.000542,0.647274, 1.320379
-0.100964, 3.100000, 0.000285,0.651722, 1.313716
-0.101544, 3.080000, 0.000180,0.649286, 1.305078
-0.102201, 3.060000, -0.000153,0.648454, 1.300639
-0.103122, 3.040000, 0.000686,0.648701, 1.327720
-0.103699, 3.020000, -0.000179,0.650831, 1.374994
-0.104469, 3.000000, 0.000002,0.651196, 1.368846
-0.105271, 2.980000, 0.000344,0.652978, 1.375777
